date,start,finish,sunset,temperature,windy,clouds,rainy,snow,fog,spotlight,moon,observers,conditions,notes,total_deer,Raccoon,Bear,Coyote,Opossum,Skunk,Wild_Hog,Red_Wolf,Gray_Fox,Rabbit,Bobcat,Area,deer_dens
6/21/2001,1/0/1900,1/0/1900,1/0/1900,77,FALSE,1,FALSE,FALSE,FALSE,1000000,4,"BS,JY,RD,Rob Younger's schoolgroup(16)",,All areas surveyed,94,0,0,0,0,0,0,0,0,0,0,470,5
6/8/2000,1/0/1900,1/0/1900,1/0/1900,57,FALSE,1,FALSE,FALSE,FALSE,1000000,1,"rob, jeff, carol, blake",,"all areas surveyed, fox observed",95,0,0,1,0,0,0,0,0,0,0,470,4.947368421
10/2/1995,1/0/1900,1/0/1900,1/0/1900,59,TRUE,2,FALSE,FALSE,TRUE,1000000,1,seymour,,unable to complete sections 4 & 5 due to foggy conditions,64,0,0,0,0,0,0,0,0,0,0,316,4.9375
6/22/1995,1/0/1900,,1/0/1900,79,FALSE,2,FALSE,FALSE,FALSE,1000000,3,ch sanders shubert,,hay needs to be cut earlier,96,6,0,0,0,1,0,0,0,0,0,470,4.895833333
6/8/1998,1/0/1900,1/0/1900,1/0/1900,65,FALSE,3,FALSE,FALSE,FALSE,1000000,2,tp bs,,,97,0,0,0,0,0,0,0,0,0,0,470,4.845360825
7/7/2000,1/0/1900,1/0/1900,1/0/1900,65,FALSE,1,FALSE,FALSE,FALSE,1000000,3,"ch, tb, jq",,,97,0,0,0,0,0,0,0,0,1,0,470,4.845360825
4/2/1998,1/0/1900,1/0/1900,1/0/1900,68,FALSE,1,FALSE,FALSE,FALSE,1000000,1,bs dn cm cb,,"clear night, not as many deer in regular area",98,0,0,0,0,0,0,1,1,0,0,470,4.795918367
6/18/1998,1/0/1900,1/0/1900,1/0/1900,78,FALSE,1,FALSE,FALSE,FALSE,1000000,3,ch tp,,,98,0,0,0,0,0,0,0,0,1,0,470,4.795918367
9/14/2000,1/0/1900,,1/0/1900,70,FALSE,1,FALSE,FALSE,FALSE,1000000,2,"lc,kb,bc, Rich, Cam, Robin",,tall grass,98,0,0,2,0,0,0,0,0,0,0,470,4.795918367
12/27/1996,1/0/1900,1/0/1900,1/0/1900,45,FALSE,3,FALSE,FALSE,FALSE,1000000,2,bs ch dr cb,,surveyed all areas- most deer were laying down- some in the woods,99,0,0,0,4,0,0,0,2,0,0,470,4.747474747
7/26/2001,1/0/1900,1/0/1900,1/0/1900,70,FALSE,3,TRUE,FALSE,TRUE,1000000,1,"stiver, yarkovich & 4 others",light rain in areas 2&3,light fog,100,0,0,0,0,0,0,0,0,0,0,470,4.7
6/2/2002,1/0/1900,1/0/1900,1/0/1900,75,FALSE,2,FALSE,FALSE,FALSE,1000000,3,,,"1 hog on Hyatt
1 bobcat in #4",100,0,0,1,0,1,1,0,0,0,1,470,4.7
6/10/2003,1/0/1900,1/0/1900,1/0/1900,75,TRUE,3,FALSE,FALSE,FALSE,1000000,3,ADHMJLAH,,,100,0,0,0,0,0,0,0,0,0,0,470,4.7
3/26/1998,1/0/1900,1/0/1900,1/0/1900,63,FALSE,1,FALSE,FALSE,FALSE,1000000,4,bs jh cm dn,,not many deer found in areas burned earlier in the day- yet found in other areas,103,0,0,1,0,0,0,0,1,0,0,470,4.563106796
1/25/1993,1/0/1900,1/0/1900,1/0/1900,36,FALSE,1,FALSE,FALSE,FALSE,400000,4,dm ao,,presence of red wolves may affect deer activity in the fields,104,0,0,0,0,0,0,5,2,1,0,470,4.519230769
1/30/1998,1/0/1900,1/0/1900,1/0/1900,35,FALSE,1,FALSE,FALSE,FALSE,1000000,4,bs cm zs jm,,,104,1,0,4,0,0,0,1,1,1,0,470,4.519230769
8/17/1993,1/0/1900,1/0/1900,1/0/1900,75,FALSE,2,FALSE,FALSE,FALSE,1000000,0,ct lt,,fog prevented survey in area 3-5,105,0,0,0,0,0,0,0,0,0,0,470,4.476190476
8/14/1997,1/0/1900,1/0/1900,1/0/1900,80,FALSE,1,FALSE,FALSE,FALSE,1000000,4,rv jp jl,,,105,0,0,0,0,0,0,3,0,2,0,470,4.476190476
11/5/1997,1/0/1900,1/0/1900,1/0/1900,37,FALSE,1,FALSE,FALSE,TRUE,0,1,jp sp rv,,,105,0,0,0,0,1,0,0,0,0,0,470,4.476190476
4/8/1994,1/0/1900,1/0/1900,1/0/1900,45,TRUE,1,FALSE,FALSE,FALSE,1000000,4,kd db td,,,106,3,0,0,0,0,0,0,0,3,0,470,4.433962264
7/2/2001,1/0/1900,1/0/1900,1/0/1900,70,FALSE,3,FALSE,FALSE,FALSE,1000000,2,"mccann, yarkovich x 3",,,106,0,0,0,0,0,0,0,0,0,0,470,4.433962264
4/2/2001,1/0/1900,,1/0/1900,51,FALSE,2,FALSE,FALSE,FALSE,1000000,1,br ew rv bm,,,107,0,0,0,0,0,0,0,1,0,0,470,4.392523364
5/5/1997,1/0/1900,1/0/1900,1/0/1900,50,FALSE,2,FALSE,FALSE,FALSE,1000000,1,ch rv bm,,,110,0,0,0,0,0,0,2,1,0,0,470,4.272727273
5/2/2001,1/0/1900,1/0/1900,1/0/1900,60,FALSE,3,FALSE,FALSE,TRUE,1000000,1,bs dm ej,rained earlier in the evening,,111,1,0,0,0,0,0,0,0,0,0,470,4.234234234
9/12/1995,1/0/1900,1/0/1900,1/0/1900,70,TRUE,2,FALSE,FALSE,FALSE,1000000,2,kd md seymour,,,112,0,1,0,0,0,0,0,0,0,0,470,4.196428571
5/6/1998,1/0/1900,,1/0/1900,70,FALSE,0,TRUE,FALSE,TRUE,0,1,rv sg jh,,,112,0,0,1,0,0,0,0,0,0,0,470,4.196428571
2/13/1996,1/0/1900,,1/0/1900,55,TRUE,3,FALSE,FALSE,FALSE,1000000,3,bs ss jr pd js,patchy small areas of snow still on the ground,,114,3,0,0,1,0,0,0,0,0,0,470,4.122807018
3/19/1998,1/0/1900,1/0/1900,1/0/1900,59,FALSE,1,FALSE,FALSE,FALSE,1000000,3,cm jh bs dn,,,114,0,0,0,0,0,0,1,1,0,0,470,4.122807018
9/22/1997,1/0/1900,1/0/1900,1/0/1900,65,FALSE,3,FALSE,FALSE,FALSE,0,3,bs dr hp,,many deer were laying down,115,0,0,0,0,0,0,2,0,0,0,470,4.086956522
4/14/1999,1/0/1900,1/0/1900,1/0/1900,55,TRUE,3,FALSE,FALSE,FALSE,1000000,4,bm chip jon s,,,116,0,0,1,0,0,0,0,0,0,0,470,4.051724138
7/19/2000,1/0/1900,1/0/1900,1/0/1900,77,FALSE,2,FALSE,FALSE,FALSE,1000000,3,"Teen Science Camp, Paul Super",calm,Delete Record:Tremont Data,116,0,0,0,0,0,0,0,0,0,0,470,4.051724138
7/25/2000,1/0/1900,,1/0/1900,75,FALSE,1,FALSE,FALSE,FALSE,1000000,0,Experience Your Smokies- RE Group,calm,,116,0,1,0,1,0,0,0,0,0,0,470,4.051724138
10/14/2003,1/0/1900,,1/0/1900,56,TRUE,3,FALSE,FALSE,FALSE,1000000,2,CH + Sevier Co Exp Smokies,,,118,1,0,7,0,0,0,0,0,0,0,470,3.983050847
11/4/1999,1/0/1900,,1/0/1900,43,FALSE,1,FALSE,FALSE,FALSE,1000000,3,jcdrdfkd,,deer were mostly bedded,120,8,2,1,2,0,0,0,1,1,0,470,3.916666667
2/8/2001,1/0/1900,,1/0/1900,55,FALSE,0,FALSE,FALSE,FALSE,1000000,2,rv ew bm,calm,Wood cock in area3,120,1,0,0,0,0,0,0,1,0,0,470,3.916666667
8/29/1997,1/0/1900,1/0/1900,1/0/1900,70,FALSE,1,FALSE,FALSE,FALSE,1000000,4,ch,,,121,0,0,0,0,0,0,2,0,0,0,470,3.884297521
4/30/1999,1/0/1900,1/0/1900,1/0/1900,55,FALSE,1,FALSE,FALSE,FALSE,0,2,bs bm rf rw,,,121,0,0,0,0,0,0,0,0,0,0,470,3.884297521
8/27/1996,1/0/1900,1/0/1900,1/0/1900,65,FALSE,1,FALSE,FALSE,TRUE,1000000,2,kd rv,,could only survey 2/3 of sec 5 due to fog - bucks were seen together in groups of 6 or more,105,0,0,0,0,0,0,0,0,0,0,403,3.838095238
11/9/1995,1/0/1900,1/0/1900,1/0/1900,35,FALSE,1,FALSE,FALSE,FALSE,1000000,2,bs fv le ge,,grass was tall in many fields- buck didn't seem to be in rut,123,0,0,1,0,1,0,1,0,0,0,470,3.821138211
3/14/1995,1/0/1900,1/0/1900,1/0/1900,55,FALSE,1,FALSE,FALSE,FALSE,1000000,1,bs sg fr,,,127,6,0,0,0,0,0,0,0,0,0,470,3.700787402
12/17/1997,1/0/1900,1/0/1900,1/0/1900,45,FALSE,1,FALSE,FALSE,FALSE,1000000,2,bs jh hp jp,,,127,1,0,1,0,0,0,1,3,1,0,470,3.700787402
5/18/2000,1/0/1900,1/0/1900,1/0/1900,70,TRUE,1,FALSE,FALSE,FALSE,1000000,2,"rk,jq, tb, bs",,,127,0,0,1,0,0,0,0,0,0,0,470,3.700787402
7/21/1997,1/0/1900,1/0/1900,1/0/1900,73,FALSE,2,FALSE,FALSE,FALSE,1000000,2,ch,,,128,0,1,0,0,0,0,0,1,0,0,470,3.671875
7/27/1996,1/0/1900,,,74,FALSE,2,FALSE,FALSE,FALSE,1000000,1,ch bm lh rm lm,,,129,0,0,1,0,0,0,0,0,0,0,470,3.643410853
7/12/1995,1/0/1900,1/0/1900,,81,FALSE,1,FALSE,FALSE,FALSE,1000000,2,bs fs,,one red wolf was observed crossing road at Cades Cove picnic area,130,2,0,0,0,1,0,0,0,0,0,470,3.615384615
6/23/1993,1/0/1900,1/0/1900,1/0/1900,65,FALSE,3,FALSE,FALSE,FALSE,1000000,1,kd t,,hay still standing- deer not easy to see,133,6,0,0,0,2,0,1,0,0,0,470,3.533834586
10/25/1993,1/0/1900,,1/0/1900,50,FALSE,2,FALSE,FALSE,FALSE,1000000,1,kd s,,,133,0,0,0,0,3,0,0,0,0,0,470,3.533834586
5/29/1994,1/0/1900,1/0/1900,1/0/1900,60,TRUE,1,FALSE,FALSE,FALSE,1000000,3,kd tw bs,,Sparks lane not surveyed due to road repair- hard to see deer- hay not mowed,133,1,0,1,0,0,0,0,0,0,0,470,3.533834586
4/21/2003,1/0/1900,1/0/1900,1/0/1900,64,FALSE,2,FALSE,FALSE,FALSE,1000000,3,CH+ 2 people,,,134,1,0,0,0,0,0,0,0,0,0,470,3.507462687
2/23/1995,1/0/1900,1/0/1900,1/0/1900,55,TRUE,3,TRUE,FALSE,FALSE,0,0,kd seymour,,rain began in sections 4 & 5,138,0,0,0,0,0,1,0,0,1,0,470,3.405797101
2/11/2000,1/0/1900,,1/0/1900,52,FALSE,1,FALSE,FALSE,FALSE,1000000,1,"josh, blake, bob and christy nelins",calm,all areas surveyed; screech owl observed,139,0,0,0,0,0,0,0,0,1,0,470,3.381294964
7/21/1994,1/0/1900,1/0/1900,,71.5,FALSE,2,FALSE,FALSE,FALSE,1000000,2,ch m,,,140,0,0,0,0,0,0,0,0,0,0,470,3.357142857
4/25/1996,1/0/1900,1/0/1900,1/0/1900,75,TRUE,2,FALSE,FALSE,FALSE,1000000,1,bs americorps,,very strong winds,140,2,0,0,0,0,0,0,0,0,0,470,3.357142857
3/2/2001,1/0/1900,1/0/1900,,55,FALSE,3,TRUE,FALSE,FALSE,1000000,1,br ew ch,,,141,1,0,0,0,0,0,0,0,0,0,470,3.333333333
5/12/1999,1/0/1900,1/0/1900,1/0/1900,75,FALSE,2,FALSE,FALSE,FALSE,1000000,4,bs bm jd hp dr,,,142,1,0,0,0,0,0,0,0,0,0,470,3.309859155
12/18/1997,1/0/1900,1/0/1900,1/0/1900,48,FALSE,0,FALSE,FALSE,FALSE,1000000,3,kd jt,,,145,0,0,0,0,0,0,0,3,0,0,470,3.24137931
5/10/1995,1/0/1900,,1/0/1900,65,TRUE,2,FALSE,FALSE,FALSE,1000000,2,bs mm,,south end of Sparks lane (Abrams creek-south) due to storm activity; forge creek not monitored,134,2,0,0,0,0,0,0,0,0,0,426,3.179104478
5/5/1995,1/0/1900,,1/0/1900,65,FALSE,2,FALSE,FALSE,FALSE,1000000,1,bs dr so,,forge creek section not monitored,153,2,2,1,0,0,0,0,0,1,0,470,3.071895425
5/2/1996,1/0/1900,1/0/1900,,45,FALSE,1,FALSE,FALSE,FALSE,1000000,2,kd an americorp,,,156,0,0,0,0,0,0,2,0,0,0,470,3.012820513
8/3/1994,1/0/1900,,1/0/1900,71.5,FALSE,2,FALSE,FALSE,FALSE,1000000,0,g c w,,,160,1,0,0,0,1,0,0,1,2,0,470,2.9375
8/17/1996,1/0/1900,,1/0/1900,65,FALSE,3,TRUE,FALSE,TRUE,1000000,4,ch rm lh ef tf,,fog moved in on the backside (sections 4& 5),110,1,0,0,0,0,0,0,0,0,0,321,2.918181818
10/7/1999,1/0/1900,1/0/1900,1/0/1900,60,TRUE,1,FALSE,FALSE,FALSE,1000000,3,kddfjg,,50-60% were males,163,0,0,0,0,0,0,0,3,0,0,470,2.883435583
4/6/2000,1/0/1900,1/0/1900,1/0/1900,50,TRUE,1,FALSE,FALSE,FALSE,1000000,2,"Melissa, Michelle, Josh, Jason, Sean, Heather, BLK",clear,all areas surveyed,165,0,0,0,0,0,0,0,0,1,0,470,2.848484848
4/19/2000,1/0/1900,,1/0/1900,60,FALSE,1,FALSE,FALSE,FALSE,1000000,3,"ch, jn,bm, holmes",calm,,170,0,0,0,0,0,0,0,0,1,0,470,2.764705882
8/11/1995,1/0/1900,,,80,FALSE,2,FALSE,FALSE,FALSE,1000000,2,ch lh corey steve,,fog moved in about 10:00,175,6,0,0,0,0,0,0,0,0,0,470,2.685714286
8/25/1995,1/0/1900,1/0/1900,1/0/1900,82,FALSE,2,FALSE,FALSE,FALSE,1000000,4,tw traci cory jack,,,177,0,0,0,0,0,0,0,0,0,0,470,2.655367232
4/18/1996,1/0/1900,,1/0/1900,50,TRUE,0,FALSE,FALSE,FALSE,1000000,4,kd ch seymore,,,178,1,0,0,0,0,0,0,0,0,0,470,2.640449438
7/3/1994,1/0/1900,1/0/1900,1/0/1900,80,FALSE,0,TRUE,FALSE,FALSE,1000000,3,glm rag clh,,"areas 2, 4a, 5c need to be mowed",179,1,0,0,0,0,0,0,0,0,0,470,2.625698324
4/26/1995,1/0/1900,1/0/1900,1/0/1900,53,FALSE,1,FALSE,FALSE,FALSE,1000000,0,kd md,,forge creek section not monitored,183,0,0,0,0,0,0,0,0,0,0,470,2.568306011
2/25/1998,1/0/1900,1/0/1900,1/0/1900,45,FALSE,1,FALSE,FALSE,FALSE,1000000,4,bs bs cm,,saw a few bucks with antlers- observed serious kangaroo fight between 2 bucks w/out antlers- fight lasted about 45 seconds,184,0,0,1,0,0,0,1,0,2,0,470,2.554347826
2/22/1993,1/0/1900,1/0/1900,1/0/1900,46,FALSE,1,FALSE,FALSE,FALSE,400000,4,ch m l,temperature dropping rapidly,end temp in the mid 30's,186,1,0,0,0,1,0,0,0,1,0,470,2.52688172
7/29/1993,1/0/1900,1/0/1900,1/0/1900,83,FALSE,1,FALSE,FALSE,FALSE,1000000,2,kd lt cb,,many bucks grouped together- no fawns observed at night- few observed during the day,196,0,0,0,0,0,0,0,0,0,0,470,2.397959184
3/29/1996,1/0/1900,,1/0/1900,60,FALSE,2,FALSE,FALSE,TRUE,1000000,1,tw pete,,,196,0,0,0,0,0,0,0,0,0,0,470,2.397959184
7/27/1995,1/0/1900,1/0/1900,1/0/1900,76,FALSE,2,FALSE,FALSE,FALSE,1000000,0,mm so cs,,,197,3,0,0,0,0,0,0,0,0,0,470,2.385786802
5/5/2000,1/0/1900,1/0/1900,1/0/1900,72,FALSE,2,FALSE,FALSE,FALSE,1000000,4,"joel, robert, blake",calm,barred owl observed,198,0,0,0,0,0,0,0,1,0,0,470,2.373737374
5/10/1994,1/0/1900,1/0/1900,1/0/1900,50,FALSE,1,FALSE,FALSE,FALSE,1000000,4,kd dm,,section 1b was not surveyed because of road repair,199,1,0,0,0,0,0,0,0,0,0,470,2.361809045
7/13/1993,1/0/1900,1/0/1900,1/0/1900,80,FALSE,2,FALSE,FALSE,FALSE,1000000,0,kd td gs,,some hay still standing- deer not easy to see- fawns are running with mothers,200,0,0,0,0,0,0,0,0,2,0,470,2.35
11/20/1997,1/0/1900,1/0/1900,1/0/1900,45,FALSE,2,FALSE,FALSE,FALSE,1000000,3,hp dm bm bs,,,201,1,0,0,0,0,0,0,3,0,0,470,2.338308458
4/26/1994,1/0/1900,1/0/1900,1/0/1900,75,FALSE,1,FALSE,FALSE,FALSE,1000000,2,rv,,,204,2,0,0,0,0,0,0,0,0,0,470,2.303921569
12/15/1993,1/0/1900,1/0/1900,,44,TRUE,3,FALSE,FALSE,FALSE,400000,3,bs dg,,,220,5,0,0,0,7,0,0,0,1,0,470,2.136363636
11/4/1993,1/0/1900,1/0/1900,,54,TRUE,0,TRUE,FALSE,FALSE,1000000,0,kd sh,,,222,6,0,0,1,1,0,0,0,0,0,470,2.117117117
3/29/1993,1/0/1900,1/0/1900,,64,FALSE,1,FALSE,FALSE,FALSE,1000000,1,Seymour class,,,236,5,0,0,0,6,0,0,1,2,0,470,1.991525424
5/11/1993,1/0/1900,1/0/1900,1/0/1900,65,FALSE,2,FALSE,FALSE,FALSE,1000000,0,c c,,,255,2,0,0,0,0,0,0,0,0,0,470,1.843137255
3/8/1993,1/0/1900,1/0/1900,1/0/1900,56.5,FALSE,3,FALSE,FALSE,FALSE,400000,2,kd seymour,,,278,8,0,0,0,6,0,0,1,4,0,470,1.690647482
7/13/2000,1/0/1900,1/0/1900,1/0/1900,72,FALSE,3,FALSE,FALSE,TRUE,1000000,2,Naturalist Week participants,calm,Delete Record:Tremont Data,61,0,0,0,0,0,0,0,0,0,0,,0
